Policy,Success Rate,Collision Rate,Timeout Rate,Avg Length,Std Length,Avg Return,Std Return,Avg Final Dist,Avg Min LiDAR,Avg Velocity,Stagnation Rate,Std Stagnation Rate
DWA,0.18,0.36,0.46,263.98,108.37776340190823,6.789463778811082,42.54731008633425,8.383086612448096,1.9029545972126873,0.7165507654196133,0.17393537779310997,0.304281610317192
ORCA,0.0,0.12,0.88,315.3,97.27060193090202,-29.51597862101216,23.64965412114292,12.989437150955201,0.6948489548761692,0.03759939260971437,0.9294285714285715,0.19643786990978565
Reactive,0.0,0.12,0.88,321.92,89.3540911206644,-32.4276294287441,22.700287454844087,15.16050355732441,1.8262517345339042,0.2846931413513358,0.6729453535800285,0.39178877805119133
